Country	num_isolates	seq_frequency	country_score	date
Colombia	2085	0.0034691948805665187	4.266090785243104	07-2021
Indonesia	2070	0.0034442366440156805	2.141996441638362	07-2021
Chile	2033	0.003382672993856946	4.544024141029371	07-2021
Canary Islands	1977	0.0032894955774004832	2.248898218974737	07-2021
Russia	1910	0.003178015454140072	1.7539366507137268	07-2021
Lithuania	1888	0.003141410040532176	2.172528879616627	07-2021
Slovenia	1689	0.0028102974356243884	1.8128487399393356	07-2021
Luxembourg	1665	0.0027703642571430473	3.463109206174718	07-2021
Argentina	1382	0.0022994855275505653	3.40127625969636	07-2021
Reunion	1378	0.0022928299978036753	4.0409760904428405	07-2021
Iceland	1307	0.002174694344796374	1.950136545626303	07-2021
Singapore	1301	0.002164711050176039	2.151912800808484	07-2021
Peru	1247	0.002074861398593021	3.832751710645332	07-2021
Ecuador	1115	0.0018552289169456442	3.397557488738909	07-2021
Czech Republic	1106	0.0018402539750151414	2.772036952561362	07-2021
Thailand	994	0.0016538991421022155	2.229086053806614	07-2021
Greece	957	0.0015923354919434812	2.2882391930115515	07-2021
Croatia	924	0.0015374273715316371	1.9826727839290093	07-2021
Kenya	832	0.0013843501873531624	1.7551830549971608	07-2021
United Arab Emirates	801	0.0013327698318147633	1.871599201948744	07-2021
Martinique	775	0.001289508888459977	2.8213320204199537	07-2021
Bangladesh	765	0.0012728700640927515	1.8823340201724228	07-2021
Puerto Rico	725	0.0012063147666238495	2.0721267393512006	07-2021
Senegal	678	0.0011281122920978896	2.522297901647295	07-2021
Slovakia	671	0.0011164651150408318	2.270380763513496	07-2021
Bulgaria	562	0.0009351019294380736	2.216934738783399	07-2021
Estonia	554	0.0009217908699442932	1.8513265688595035	07-2021
Poland	525	0.0008735382792793392	2.1236664329735864	07-2021
Malaysia	521	0.000866882749532449	2.1910191908100765	07-2021
Gibraltar	508	0.0008452522778550559	2.0253874167796293	07-2021
USA	16521	0.3135807155736927	19.82776657967041	07-2023
Japan	7400	0.1404574357027617	19.96103538489636	07-2023
South Korea	5971	0.11333396602448514	19.805090191725892	07-2023
China	3925	0.07449938312612699	20.51328340353927	07-2023
Canada	2679	0.05084938787131062	20.0501752644041	07-2023
United Kingdom	2070	0.039290120527664424	19.95046812923081	07-2023
Spain	2004	0.038037392047072224	20.04379033342775	07-2023
Australia	1506	0.02858498623896745	18.98897579008776	07-2023
France	1194	0.022662997057986144	20.135988366731183	07-2023
Singapore	738	0.014007782101167316	20.06365068792134	07-2023
USA	15529	0.31513687927430645	0.4602771641510635	08-2020
United Kingdom	7171	0.14552428110477506	0.5427962647278954	08-2020
Australia	5656	0.11477971467418877	0.6448842170890693	08-2020
Japan	4043	0.08204639081112892	0.3394759368027585	08-2020
France	1813	0.036792012500761	0.6692352040757465	08-2020
Denmark	1701	0.034519146863648355	0.5492494032708275	08-2020
Canada	1547	0.031393956612618464	0.5243593736231069	08-2020
India	1372	0.02784260405462995	0.496376332782585	08-2020
Brazil	1100	0.022322787507356372	0.4884230220071506	08-2020
Spain	967	0.019623759563285104	0.7888406959076748	08-2020
Russia	610	0.012379000344988534	0.4904064267414612	08-2020
Hong Kong	577	0.011709316719767843	0.512850380247373	08-2020
Switzerland	507	0.010288775696572437	0.6321328113127204	08-2020
USA	330421	0.3625844129336965	1.9858760422647448	08-2021
United Kingdom	157052	0.17233955232888618	2.1229591309373057	08-2021
Japan	58921	0.06465641165200253	2.5116176793962945	08-2021
Turkey	44802	0.049163058244649914	1.7713727329529698	08-2021
Canada	33863	0.037159248277723766	2.3818555042687586	08-2021
France	32018	0.03513465467785369	1.880079655330397	08-2021
Germany	29896	0.03280609770282697	1.9764750613033732	08-2021
Denmark	24242	0.026601733359376885	1.975245508921304	08-2021
Brazil	14516	0.015928997667053663	3.1739293406758	08-2021
Switzerland	12621	0.013849537031956755	1.8553695835890247	08-2021
Sweden	12576	0.013800156700252609	1.981386021518415	08-2021
Spain	11885	0.013041894273417799	1.8767628867908608	08-2021
Belgium	10180	0.011170928372182852	2.044103348864402	08-2021
India	9408	0.010323781348280577	1.9532918973759408	08-2021
Italy	9194	0.01008895043750974	1.8858283465375263	08-2021
Austria	8785	0.00964013808935426	1.947911023103228	08-2021
Netherlands	7339	0.008053383430594297	2.011748662722132	08-2021
Australia	6870	0.00753873064016662	1.6236013858832965	08-2021
Ireland	5911	0.006486380904515996	2.0558814820680205	08-2021
Mexico	5563	0.00610450633933725	2.377732237183921	08-2021
Slovenia	4780	0.005245288567685072	1.8139440129500275	08-2021
Israel	4211	0.004620901706803732	1.8639881312947104	08-2021
Norway	3872	0.004248903207965816	2.056295521973542	08-2021
South Africa	3430	0.003763878616560627	1.8988955179671163	08-2021
South Korea	3266	0.00358391474101662	2.0163024923865387	08-2021
Lithuania	3255	0.0035718439932667175	2.220265284282972	08-2021
Finland	2638	0.0028947847785676193	1.877623607429873	08-2021
Portugal	2548	0.002796024115159323	1.8570047144122648	08-2021
Iceland	2465	0.002704944836682783	2.0298331855783536	08-2021
Chile	2222	0.002438291045480383	3.9795640625845614	08-2021
Philippines	2167	0.0023779373067308682	2.3213967410237206	08-2021
Russia	2102	0.002306610160935988	1.8028268385523336	08-2021
Colombia	2028	0.0022254069488002776	3.6746161050520834	08-2021
Singapore	1772	0.0019444877284389012	2.224241977943986	08-2021
Czech Republic	1750	0.0019203462329390954	2.329033593167244	08-2021
Reunion	1735	0.001903886122371046	2.3897420748996665	08-2021
Bulgaria	1731	0.0018994967595528996	2.171563275417421	08-2021
Croatia	1712	0.0018786472861667036	1.948117526506988	08-2021
Indonesia	1625	0.0017831786448720172	2.14194687861228	08-2021
Argentina	1604	0.001760134490076748	3.325658803852483	08-2021
Poland	1488	0.0016328429683504994	2.001340234435907	08-2021
Peru	1487	0.0016317456276459627	3.8521735770433274	08-2021
Malaysia	1452	0.001593338702987181	2.107318644369772	08-2021
Slovakia	1388	0.0015231088978968368	2.019025636703289	08-2021
Puerto Rico	1370	0.0015033567652151776	1.9698096609704456	08-2021
Nigeria	1269	0.0013925253540569783	1.945997888482564	08-2021
Guadeloupe	1091	0.001197198708649459	1.852072881547652	08-2021
French Guiana	1037	0.001137942310604481	2.217694890256096	08-2021
Aruba	1033	0.0011335529477863346	2.043852173079894	08-2021
Luxembourg	999	0.0010962433638320892	1.920931291680244	08-2021
Ecuador	901	0.0009887039747875	3.004031151820054	08-2021
Kenya	894	0.0009810225898557437	1.7348712826837367	08-2021
Qatar	828	0.0009085981033563263	2.0593184749917075	08-2021
Estonia	808	0.0008866512892655938	1.915721037693501	08-2021
Romania	802	0.000880067245038374	1.963351638935304	08-2021
Vietnam	756	0.0008295895726296893	2.455229310472081	08-2021
Canary Islands	752	0.0008252002098115427	1.9917957200575789	08-2021
Sint Maarten	740	0.0008120321213571032	2.1025185802466764	08-2021
Bangladesh	704	0.0007725278559937847	1.9445739309247705	08-2021
New Zealand	699	0.0007670411524711015	2.2219395004306195	08-2021
Thailand	652	0.0007154661393578802	2.0081679090327325	08-2021
Latvia	638	0.0007001033694943674	2.0522516271113918	08-2021
Pakistan	628	0.000689129962449001	2.057330570912316	08-2021
Martinique	625	0.0006858379403353912	2.8429997033344887	08-2021
United Arab Emirates	596	0.0006540150599038291	1.9641863529191228	08-2021
USA	149734	0.3502844683996781	15.30123530236701	08-2022
Japan	38346	0.0897057997866487	15.361228558647834	08-2022
Germany	22178	0.05188273164523796	15.232389455151768	08-2022
United Kingdom	19360	0.045290363632960906	15.28089535235529	08-2022
Canada	15982	0.03738794378006101	15.290790711771788	08-2022
Austria	15661	0.036637003349989705	13.643542863502852	08-2022
Denmark	14211	0.033244904834091295	15.277453534347927	08-2022
France	13928	0.03258286077891939	15.223131259412726	08-2022
Australia	9881	0.023115396852132576	15.340845961196528	08-2022
South Korea	9238	0.021611176613703143	14.566183456655658	08-2022
Russia	8443	0.01975137087567608	15.261192955473668	08-2022
India	7748	0.01812550296633167	15.445512457494331	08-2022
Sweden	6733	0.015751034005202776	15.24278625823464	08-2022
Israel	6684	0.01563640446914828	15.30182980553814	08-2022
Spain	5350	0.012515673834521738	15.214326857491626	08-2022
Netherlands	4606	0.010775176389122827	15.25257254584514	08-2022
Mexico	4409	0.010314318866618008	15.26646004548107	08-2022
Belgium	4231	0.009897909531562893	15.237985396057177	08-2022
Italy	3775	0.00883115303277001	15.203295195517162	08-2022
Peru	3637	0.008508318829187955	15.26915026607621	08-2022
Indonesia	3591	0.008400707427993936	15.250803167169588	08-2022
New Zealand	3434	0.008033425036962177	15.291170211252352	08-2022
Brazil	3304	0.007729305859674733	15.042078743993548	08-2022
Luxembourg	2764	0.0064660415847884265	15.240844039697237	08-2022
Czech Republic	2754	0.0064426478019201615	15.177695591268725	08-2022
Ireland	2747	0.006426272153912376	15.261018198419626	08-2022
Switzerland	2213	0.005177044148747029	15.225679276787792	08-2022
Malaysia	2175	0.005088147773847623	15.208091042915816	08-2022
Chile	1996	0.00466939906050568	15.223152025981806	08-2022
Slovakia	1966	0.0045992177119008855	15.260327957487316	08-2022
Poland	1857	0.004344225478636798	15.212250676135753	08-2022
Latvia	1849	0.004325510452342186	15.248320917763635	08-2022
Philippines	1635	0.003824883498961316	15.273410723823895	08-2022
Singapore	1566	0.003663466397170288	15.402277817133964	08-2022
Turkey	1566	0.003663466397170288	15.220197532316863	08-2022
Slovenia	1499	0.003506728051952913	15.254921928177502	08-2022
Croatia	1484	0.0034716373776505155	15.250368293543811	08-2022
Thailand	1439	0.0033663653547433233	15.163942581842337	08-2022
Hong Kong	1391	0.003254075196975652	15.539748834298887	08-2022
Norway	1298	0.0030365130163007878	15.239750392218692	08-2022
Romania	1115	0.0026084067898115397	15.233659639859804	08-2022
Portugal	1096	0.0025639586023618365	15.252817937367958	08-2022
Finland	1096	0.0025639586023618365	15.248451925394956	08-2022
Vietnam	938	0.0021943368330432506	15.102013843392236	08-2022
Puerto Rico	843	0.0019720958957947336	15.32437645134697	08-2022
Ecuador	808	0.0018902176557558062	15.272939785120796	08-2022
Greece	794	0.0018574663597402355	15.253239352697278	08-2022
Colombia	717	0.0016773342316545954	15.256535613201738	08-2022
Reunion	715	0.0016726554750809426	15.247111344978212	08-2022
China	693	0.0016211891527707597	15.5418972423438	08-2022
Costa Rica	683	0.0015977953699024946	15.373042856570915	08-2022
Argentina	648	0.0015159171298635675	15.333159205416054	08-2022
Mauritius	637	0.001490183968708476	15.103836805618228	08-2022
Brunei	585	0.0013685362977934985	15.344917157009636	08-2022
Estonia	554	0.0012960155709018772	15.265354191114955	08-2022
USA	36049	0.4077756662594453	20.06516290395597	08-2023
Japan	8403	0.09505226007872947	20.29714599608613	08-2023
South Korea	5223	0.059081037057146735	20.056662768881747	08-2023
United Kingdom	5017	0.056750825754490745	20.231635016442347	08-2023
Canada	4822	0.05454504321071445	20.29486248364163	08-2023
China	4428	0.05008823130175105	21.02365867107913	08-2023
Spain	4396	0.049726256730464685	20.58308088660373	08-2023
France	3423	0.03871996742228859	20.499268891934555	08-2023
Australia	1289	0.014580788199628976	19.462590432859034	08-2023
Sweden	1011	0.011436134111578662	20.36015353477308	08-2023
Italy	997	0.011277770236640876	20.394409222874295	08-2023
Denmark	770	0.008710013121578208	20.54478913315452	08-2023
Brazil	747	0.008449843898466133	20.19456539367695	08-2023
Singapore	708	0.008008687389710873	20.521506848514704	08-2023
Ireland	680	0.007691959639835302	20.394713480269413	08-2023
Israel	674	0.007624089407719107	19.93997482934832	08-2023
Mexico	672	0.007601465997013709	19.637158245786253	08-2023
Greece	639	0.007228179720374644	19.94784717493139	08-2023
New Zealand	585	0.006617347631328899	19.919344739377483	08-2023
Germany	559	0.006323243292158726	20.707910720545375	08-2023
Belgium	556	0.006289308176100629	20.431893082980693	08-2023
Portugal	502	0.005678476087054884	20.379774173235443	08-2023
USA	16647	0.3052423125584466	0.452350892592511	09-2020
United Kingdom	16264	0.2982195573647249	0.723998599279755	09-2020
France	2472	0.045327025688981795	0.7222627603571282	09-2020
Denmark	2269	0.04160478207455489	0.6733247827020395	09-2020
Canada	2093	0.03837761519702221	0.4219026717160064	09-2020
Japan	1388	0.025450611511450942	0.3466943660873307	09-2020
India	1180	0.021636687019821407	0.5598837784467904	09-2020
Spain	1102	0.02020646533546033	0.9179238973440388	09-2020
Brazil	1072	0.01965638007224453	0.5205868726349661	09-2020
Australia	1023	0.01875790747565873	0.6156820089318606	09-2020
Russia	902	0.016539230247355007	0.492972598828635	09-2020
South Africa	685	0.012560280176760731	1.2207851224811472	09-2020
Iceland	606	0.011111722316959128	0.6431111211791785	09-2020
Germany	558	0.010231585895813852	0.6806523977177589	09-2020
USA	296157	0.3958540233403329	1.962178413034649	09-2021
United Kingdom	171644	0.229425500603491	2.207086311242281	09-2021
Germany	40982	0.05477800485733419	2.0179672836790594	09-2021
Canada	21602	0.028874004707630987	2.431404013137456	09-2021
Japan	18646	0.0249229095351582	2.5170787785264066	09-2021
Brazil	13527	0.01808067131192132	1.9602775821850196	09-2021
France	12440	0.01662774829010876	1.983925255178254	09-2021
India	11032	0.014745765203897095	1.9169920768541164	09-2021
Denmark	10979	0.01467492351102123	2.0520079797045807	09-2021
Switzerland	9143	0.012220860338944085	1.916306055342763	09-2021
Sweden	8516	0.011382789745865452	2.091577669048576	09-2021
Australia	7678	0.010262689016997997	1.849706842795195	09-2021
Spain	7188	0.009607737516824902	1.9840246723897013	09-2021
Belgium	7054	0.00942862833106328	2.0263344426723195	09-2021
Italy	6959	0.00930164793817258	1.95793702539816	09-2021
Turkey	6544	0.008746944116597407	2.0267164779467075	09-2021
Austria	6185	0.008267091895042017	1.921463181311793	09-2021
Netherlands	5774	0.007717734616325402	2.0847222047208995	09-2021
Mexico	5273	0.007048080123291278	2.402646186284611	09-2021
Slovenia	5042	0.006739317273209677	1.867986772829169	09-2021
Ireland	4997	0.006679168666050923	2.131575009453037	09-2021
Norway	4646	0.006210009530212645	2.052396259582147	09-2021
South Korea	3640	0.0048653540012858435	1.9461269469145703	09-2021
Israel	3605	0.00481857175127348	1.8315579937457755	09-2021
Poland	3245	0.004337382894003451	2.078979557647457	09-2021
Chile	3210	0.004290600643991087	2.468311508423187	09-2021
Czech Republic	2859	0.0038214415081528094	2.0689977019444763	09-2021
Romania	2202	0.0029432718436350077	2.006705936539424	09-2021
Portugal	2107	0.0028162914507443054	1.9523843463261088	09-2021
Slovakia	2095	0.002800251822168638	2.0495867196387145	09-2021
Lithuania	2058	0.002750796300726996	2.060064518010857	09-2021
South Africa	1950	0.0026064396435459877	1.927890977303566	09-2021
Peru	1944	0.0025984198292581537	3.1908782709832044	09-2021
Colombia	1808	0.0024166373720672543	2.846821467590031	09-2021
Bulgaria	1778	0.002376538300628085	2.114570073954205	09-2021
Finland	1763	0.0023564887649085006	2.0117116036326883	09-2021
Malaysia	1723	0.0023030233363229417	2.122508492128538	09-2021
Croatia	1653	0.002209458836298214	1.9230173227332197	09-2021
Russia	1643	0.0021960924791518243	1.8747486660895636	09-2021
Singapore	1553	0.0020757952648343173	2.673806641778949	09-2021
Luxembourg	1398	0.0018686167290652774	2.117162882409637	09-2021
Thailand	1327	0.0017737155933259105	1.8813433211783568	09-2021
Greece	1307	0.0017469828790331312	1.957144490609425	09-2021
Argentina	1021	0.0013647050646463862	2.932915136254673	09-2021
French Guiana	977	0.0013058930932022717	1.856211221069184	09-2021
Indonesia	869	0.0011615364360212633	2.1855495962997447	09-2021
Puerto Rico	843	0.00112678390744065	1.947684215804204	09-2021
Reunion	799	0.0010679719359965355	1.9552606838511857	09-2021
Nigeria	762	0.0010185164145548936	2.0008771602864623	09-2021
Estonia	746	0.0009971302431206702	2.017056007857769	09-2021
United Arab Emirates	700	0.0009356450002472776	1.9762142985155131	09-2021
Latvia	643	0.0008594567645128564	2.008430346902568	09-2021
Papua New Guinea	620	0.0008287141430761601	2.21113819965784	09-2021
Nepal	580	0.0007752487144906014	1.922775631765697	09-2021
Pakistan	549	0.0007338130073367934	2.007568181195865	09-2021
New Zealand	542	0.0007244565573343207	2.241744924407234	09-2021
Kenya	518	0.0006923773001829854	1.8637509627356064	09-2021
Vietnam	515	0.0006883673930390685	2.397841566435696	09-2021
USA	105161	0.31947127945268733	15.449724865840803	09-2022
Japan	24013	0.07294970410606005	15.49697704914774	09-2022
Germany	23606	0.07171326844324548	15.397937134726089	09-2022
United Kingdom	16644	0.050563231380554845	15.565219991899497	09-2022
Canada	15670	0.04760429198109195	15.473932499586317	09-2022
Denmark	15076	0.04579976425698419	15.45584723398021	09-2022
Austria	13958	0.04240336359107093	13.837283635272613	09-2022
France	13509	0.041039335058875	15.453327583429813	09-2022
South Korea	8451	0.025673508074805878	15.012166347458074	09-2022
Australia	7527	0.022866464948416026	15.636731414239438	09-2022
Russia	7364	0.022371283098197903	15.398423120491987	09-2022
Sweden	5975	0.018151604632228743	15.385638052055912	09-2022
Israel	5061	0.0153749407604535	15.45462320352254	09-2022
India	4505	0.013685854203881253	17.450150666598454	09-2022
Netherlands	4338	0.013178520651817287	15.458155679375334	09-2022
Belgium	4007	0.012172967324073736	15.432033878026417	09-2022
Spain	3340	0.010146671041279332	15.377574688325668	09-2022
Italy	3182	0.009666678818368513	15.38036269630394	09-2022
Latvia	2997	0.00910466260799825	15.375985052998658	09-2022
Ireland	2805	0.008521380919397761	15.50680332029982	09-2022
Czech Republic	2798	0.008500115441167536	15.386490188994692	09-2022
Indonesia	2351	0.007142162759894523	15.406602382769828	09-2022
Switzerland	2201	0.006686473940675392	15.426338287632928	09-2022
Slovenia	2070	0.006288505705224017	15.3870393110529	09-2022
Peru	1960	0.00595433390446332	15.470653521711036	09-2022
Luxembourg	1838	0.005583706998165093	15.420354292662733	09-2022
Croatia	1519	0.004614608775959073	15.381853877191352	09-2022
Singapore	1479	0.004493091757500638	17.32002019882449	09-2022
Malaysia	1302	0.003955378950822062	15.446512701394685	09-2022
New Zealand	1287	0.003909810068900149	15.500208653428013	09-2022
Mexico	1279	0.0038855066652084625	15.412032238450516	09-2022
Chile	1259	0.003824748155979245	15.235473228925526	09-2022
Poland	1205	0.0036607001810603575	15.32814889899551	09-2022
Portugal	1185	0.00359994167183114	15.427724694529802	09-2022
Turkey	1073	0.0032596940201475217	15.410746439316098	09-2022
Greece	1052	0.0031958975854568432	15.424366244953642	09-2022
Slovakia	1037	0.00315032870353493	15.396318472778267	09-2022
Hong Kong	1034	0.0031412149271505476	15.49861702647718	09-2022
Thailand	846	0.0025700849403959025	15.540264876173277	09-2022
Norway	823	0.002500212654782302	15.431979404042368	09-2022
Brazil	758	0.002302747499787345	15.267551876870089	09-2022
Estonia	716	0.002175154630405988	15.406043563832366	09-2022
South Africa	695	0.00211135819571531	15.063166863994226	09-2022
Philippines	677	0.002056675537409014	16.403322957357478	09-2022
Reunion	654	0.001986803251795414	15.386828305746803	09-2022
Vietnam	548	0.0016647831528805608	15.465613177802526	09-2022
Finland	525	0.0015949108672669607	15.437938879431414	09-2022
USA	33735	0.336377867961591	20.383750991179785	09-2023
Canada	10129	0.10099811544636002	20.697712671155944	09-2023
United Kingdom	7125	0.07104468087227911	20.507617881672672	09-2023
France	6647	0.06627845526428622	20.65927485914076	09-2023
Japan	6266	0.06247943443448434	20.6990446430792	09-2023
South Korea	4430	0.04417234193181705	20.921737409323004	09-2023
Spain	4176	0.0416396613786158	20.81836735412552	09-2023
China	3472	0.03461994834927061	21.558326280541856	09-2023
Italy	1943	0.01937400911366152	20.623862883752068	09-2023
Australia	1797	0.017918216354734815	20.239088488287248	09-2023
Sweden	1635	0.016302884663322997	20.80864157656938	09-2023
Greece	1413	0.014089281975091985	20.395062911475183	09-2023
Brazil	1376	0.01372034819372015	20.7423571988905	09-2023
Singapore	1160	0.011566572605171056	21.386489147394904	09-2023
Netherlands	1043	0.010399944161373631	20.751433717343936	09-2023
Belgium	1034	0.010310203511850751	20.562960244704183	09-2023
Germany	1003	0.010001096830160835	20.84979461256185	09-2023
Israel	957	0.00954242239926612	20.34771510420743	09-2023
Denmark	937	0.009342998733659723	20.86476442515364	09-2023
Russia	801	0.00798691780753622	20.137303775765428	09-2023
New Zealand	680	0.006780404630617515	20.13103089561056	09-2023
Ireland	577	0.005753372752744569	20.56822155987281	09-2023
Switzerland	508	0.005065361106402497	20.87366833065692	09-2023
United Kingdom	31959	0.35415166055340697	0.8850879351139582	10-2020
USA	26754	0.29647277844882036	0.5041470351169474	10-2020
Canada	3281	0.03635819638523509	0.5297144745198843	10-2020
Denmark	3263	0.036158730510521826	0.808502738129024	10-2020
France	3001	0.033255393889695374	0.7229034387930605	10-2020
Iceland	1977	0.021908001906007248	0.7016656120413117	10-2020
Switzerland	1818	0.020146053346040048	0.7453630997791609	10-2020
Japan	1463	0.016212143039195045	0.4363042061856292	10-2020
Spain	1271	0.014084507042253521	0.9230311471604444	10-2020
Brazil	1052	0.011657672233242097	0.768020622168662	10-2020
Germany	950	0.010527365609866913	0.7457605845776325	10-2020
Slovenia	933	0.010338981172637714	0.9899334921735984	10-2020
India	924	0.01023924823528108	0.6032502499122682	10-2020
Netherlands	861	0.009541117673784643	0.7804812382800391	10-2020
South Africa	857	0.009496791923848362	1.7878347102468133	10-2020
Russia	843	0.009341651799071376	0.6035496967037579	10-2020
Luxembourg	708	0.007845657738721867	0.717419646583061	10-2020
Belgium	650	0.007202934364645782	0.6977004792476245	10-2020
Italy	647	0.007169690052193571	0.8682652959260234	10-2020
Czech Republic	615	0.0068150840527033164	0.7950186548527451	10-2020
Kenya	542	0.006006139116366175	0.4973044699518857	10-2020
USA	250361	0.3614475747189827	2.0204322366467853	10-2021
United Kingdom	180110	0.2600258134559136	2.4274094006623304	10-2021
Germany	31656	0.04570194409394481	2.155090928334821	10-2021
Denmark	24606	0.03552381969849652	2.2549138331267167	10-2021
France	19874	0.028692204856048117	2.096522821913054	10-2021
Canada	18356	0.02650065977345372	2.339977621185538	10-2021
India	11412	0.01647556817033416	2.05687682238195	10-2021
Brazil	10373	0.014975558064395045	1.7362209637578816	10-2021
Switzerland	9061	0.013081416332930059	2.0922753679302435	10-2021
Sweden	8216	0.01186148511106427	2.263003587548793	10-2021
Belgium	7759	0.011201711657345141	2.1609917378243964	10-2021
Austria	7021	0.010136256933396086	2.018607454035265	10-2021
Netherlands	6540	0.009441834545564793	2.1920739128478504	10-2021
Ireland	6456	0.009320563276172217	2.278311932030302	10-2021
Slovenia	6149	0.008877345660654115	2.041863516420001	10-2021
Italy	6141	0.00886579601595006	2.138098530969076	10-2021
Spain	5489	0.007924499972569594	2.1807933121109966	10-2021
Poland	5386	0.007775798297004888	2.2885384860021425	10-2021
Australia	5078	0.007331136975898779	1.840670886968773	10-2021
Czech Republic	4550	0.006568860425431163	2.128107117600192	10-2021
Norway	4237	0.006116980576385019	2.266320705241561	10-2021
Mexico	4054	0.0058527824537797654	2.3745587837051185	10-2021
South Korea	3907	0.0056405577323427585	1.8721838681136844	10-2021
Slovakia	3580	0.005168466005064519	2.1518557708802475	10-2021
Chile	2934	0.004235832195212095	1.9497546672319104	10-2021
Israel	2805	0.004049594174359211	2.0216427472820886	10-2021
Russia	2690	0.0038835680317384235	2.084810672904195	10-2021
Thailand	2395	0.0034576748832764034	1.985436837613524	10-2021
Turkey	2330	0.003363834020055958	2.172545203509391	10-2021
Turkey	2330	0.003363834020055958	2.172545203509391	10-2021
Portugal	2198	0.003173264882439054	2.1368872858972754	10-2021
Japan	2158	0.00311551665891878	2.635785295348118	10-2021
Lithuania	2135	0.0030823114303946226	2.279970155529206	10-2021
Bulgaria	2104	0.00303755655716641	2.255427898666729	10-2021
Colombia	1825	0.0026347626981124994	2.314046290592153	10-2021
Peru	1805	0.0026058885863523623	2.472153996134924	10-2021
Luxembourg	1643	0.0023720082810952526	2.211574364269767	10-2021
Finland	1638	0.0023647897531552187	2.152437619373832	10-2021
Romania	1614	0.0023301408190430544	2.115809971485654	10-2021
Croatia	1581	0.002282498534638828	2.050029305214946	10-2021
Argentina	1497	0.002161227265246253	2.442637922755723	10-2021
New Zealand	1268	0.0018306186855926844	2.403264628712851	10-2021
Singapore	1219	0.0017598771117803488	2.7826854559927705	10-2021
Latvia	1115	0.0016097317306276366	2.176377174759717	10-2021
Malaysia	1089	0.0015721953853394584	2.2346917817601395	10-2021
Bahrain	958	0.0013830699533105614	2.2967473670311365	10-2021
South Africa	834	0.001204050460397712	2.410499418984586	10-2021
Estonia	730	0.0010539050792449998	2.1635626681365525	10-2021
Papua New Guinea	672	0.0009701701551406025	2.3723291332294294	10-2021
United Arab Emirates	603	0.0008705544695681299	2.185022713800294	10-2021
Reunion	505	0.0007290713219434587	2.471269706870836	10-2021
USA	77090	0.24859963172813668	15.77329648236154	10-2022
United Kingdom	25499	0.08222910895622983	15.961526748370462	10-2022
Germany	24679	0.07958477508650519	15.557656402933064	10-2022
Japan	20413	0.06582778936913289	15.689774650978176	10-2022
Canada	17762	0.05727885145615727	15.673076538662364	10-2022
Denmark	17011	0.054857028607177755	15.709310241833936	10-2022
France	15292	0.04931360187296233	15.792468717930296	10-2022
Austria	14236	0.04590821581634134	14.15596666589354	10-2022
Australia	9514	0.03068072248360997	16.295056904428126	10-2022
South Korea	7259	0.023408804341867224	15.453283410242832	10-2022
Sweden	5883	0.0189714831165732	15.657843334689426	10-2022
Netherlands	5218	0.016826992844174566	15.763106043322008	10-2022
Italy	4937	0.01592082477418356	15.614920716567466	10-2022
Spain	4767	0.015372609215826016	15.74851074121784	10-2022
Israel	4307	0.013889202410858538	15.972324047349868	10-2022
Russia	4086	0.013176522184993728	15.539171944844782	10-2022
Belgium	3945	0.012721825751297175	15.73275387877902	10-2022
Ireland	3172	0.010229057359471392	16.090466400776215	10-2022
Indonesia	3060	0.009867880050435832	16.40254638177757	10-2022
Switzerland	2651	0.008548937912975616	15.893397816408177	10-2022
Luxembourg	2553	0.008232907767569502	15.626963434075403	10-2022
India	2472	0.007971699177999142	18.19612980287214	10-2022
Slovenia	2134	0.0068817176560882565	15.476147198474306	10-2022
Latvia	2037	0.006568912308084244	15.497491628984989	10-2022
Czech Republic	1915	0.006175487025027653	15.503891123531089	10-2022
New Zealand	1861	0.006001347965314079	16.002817137949084	10-2022
Brazil	1859	0.005994898370509873	16.548868496224166	10-2022
Singapore	1587	0.005117753477137799	18.321925223859104	10-2022
Greece	1376	0.0044373212252940206	15.801815472490716	10-2022
Turkey	1329	0.00428575574739517	15.68964162673972	10-2022
Malaysia	1276	0.0041148414850837	17.017797693505997	10-2022
Croatia	1201	0.0038729816799259586	15.486122616096395	10-2022
Chile	1194	0.003850408098111236	15.477791678362376	10-2022
Thailand	1085	0.003498905181281986	17.286387944603288	10-2022
Philippines	983	0.0031699758462674582	18.501424598200423	10-2022
Puerto Rico	980	0.0031603014540611484	15.70092109586533	10-2022
Poland	862	0.0027797753606129696	15.382670465081166	10-2022
South Africa	844	0.002721729007375112	15.133407096321688	10-2022
Norway	765	0.002466970012608958	15.898734533874563	10-2022
Slovakia	730	0.0023541021035353455	15.464310281716722	10-2022
Hong Kong	707	0.0022799317632869716	15.968915162509266	10-2022
Portugal	687	0.002215435815244907	15.85819919440354	10-2022
Peru	634	0.002044521552933437	16.227388123444975	10-2022
Mexico	626	0.0020187231737166115	15.891934104401406	10-2022
Finland	564	0.001818785734786212	15.538406506794502	10-2022
China	535	0.0017252666101252188	15.907257328432086	10-2022
Costa Rica	515	0.0016607706620831546	16.365343627407643	10-2022
USA	23066	0.24913053809431232	20.796807043665773	10-2023
Canada	12237	0.13216901043354287	21.1886854225725	10-2023
United Kingdom	7695	0.08311191756853088	20.93041917112936	10-2023
France	5847	0.06315209642926577	21.22867842022224	10-2023
South Korea	4094	0.044218348346402266	21.57586273829222	10-2023
Spain	3321	0.03586935389799754	21.3364592477213	10-2023
